Job Title,Description,Company,Employer Logo,Employer Website,Job Publisher,Employment Type,Location,Remote,Min Salary,Max Salary,Job Posted,Job Expiration,Job Link
"Defensive Security Analyst - Washington, DC","Defensive Security Analyst Job Description

SpecterOps is looking for candidates to support Security Operations at a SpecterOps customer site working directly with client personnel and systems. Candidates will independently support the client engineering, managing, and monitoring Security Operations Center (SOC) systems. A successful candidate will have excellent technical skills focused in the security operations space, impeccable soft skills, and be a well-organized, self-directed individual with familiarity working for a service-based information security organization.

Salary Range: $110,000-$160,000 base salary annually, commensurate with experience.

Location: On site client physical location - Washington, DC

Requirements
• Current TS/SCI Clearance
• Have the following operating hours: Monday through Friday, 9AM - 6PM US Eastern Time on site at Washington DC location. Be available for after-hours or weekend work in urgent incident response scenarios
• Established experience in operating in SOC environment, either through relevant experience or qualifications. is required
• Knowledge of operating and maintaining a SIEM
• Knowledge of cloud architectures, particularly AWS
• Provide expertise in a supporting capacity for incident response activities and digital forensics state preservation, including the capture and preservation of system logs, volatile memory captures, and hard drive (physical or virtual) image captures
• Experience with programming or scripting languages such as PowerShell, Python, and Bash
• Conduct host forensics, network, forensics, log analysis, and malware triage in support of hunt operations
• Interface with client contact(s) and staff in a constructive and professional manner
• Utilize common forensic and incident response tools
• Develop comprehensive and accurate reports and presentations for both technical and executive audiences

Nice to haves
• Experience in penetration testing
• Ability to quickly learn new technologies and have an ongoing desire to stay current with the latest technologies
• Ability to train others on the use of forensic and incident response techniques and tools

What We Offer
• Health/Dental/Vision/life insurance: 100% covered for both the employee and their family
• Flexible time off policy
• 10+ paid holidays annually
• 401(k) with up to 4% company match
• Equity and a potential bonus based on company performance
• Remote work: $2,000 first year allowance to set up home office
• $150 monthly cellphone and internet reimbursement
• $5,000 annual professional development allowance
• $5,250 towards continuing education or student loan repayment
• $100 monthly reimbursement for lifestyle, wellness, pet insurance or home office expenses
• A one-time $10,000 benefit towards family planning
• In person and virtual employee events throughout the year
• And of course, company swag!

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.

#LI-REMOTE

18142566",SpecterOps,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSrAnKHZJ9N9j1QIHalj2Blpchsj3JP173whPvT&s=0,http://specterops.io,ZipRecruiter,FULLTIME,"Washington, DC",Yes,,,2021-07-21T07:00:00.000Z,2024-10-23T00:00:00.000Z,"https://www.ziprecruiter.com/c/SpecterOps/Job/Defensive-Security-Analyst-Washington,-DC/-in-Washington,DC?jid=a0530851a4dfd8e5&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Security Analyst - ISSO - Senior Level,"Employer Industry: Management Consulting and IT Services

Why consider this job opportunity:
- Opportunity for career advancement and growth within the organization
- Work remotely from anywhere within the VA/DC/MD area
- Supportive and collaborative work environment
- Chance to make a significant impact on information security and compliance
- Commitment to employee loyalty and career path development

What to Expect (Job Responsibilities):
- Serve as a point of contact for information system security issues and ensure compliance with federal security regulations
- Prepare and update reports to meet internal and external security reporting requirements, including FISMA
- Manage and coordinate security programs and system elements with agency IT Program Managers
- Conduct risk assessments and provide advisory support to mitigate vulnerabilities
- Monitor and audit application, system, and security logs for potential threats and take appropriate action

What is Required (Qualifications):
- Minimum of 5+ years of IT/security-related experience with recent ISSO experience
- Knowledge of federal security regulations and security reporting requirements
- Experience with system security controls, including authentication, encryption, and access controls
- Ability to complete self-assessments and assist in the A&A process
- Must be able to obtain and maintain Public Trust clearance

How to Stand Out (Preferred Qualifications):
- Experience with Continuous Monitoring practices and vulnerability management
- Familiarity with security awareness training and education programs
- Previous involvement in the development and maintenance of contingency plans

#InformationSecurity #ITServices #RemoteWork #CareerGrowth #Compliance

At Talentify, we prioritize candidate privacy and champion equal-opportunity employment. Central to our mission is our partnership with companies that share this commitment. We aim to foster a fair, transparent, and secure hiring environment for all. If you encounter any employer not adhering to these principles, please bring it to our attention immediately.
Talentify is not the EOR (Employer of Record) for this position. Our role in this specific opportunity is to connect outstanding candidates with a top-tier employer.",Remote Jobs,,,Talentify,FULLTIME,"Washington, DC",Yes,,,2024-08-15T00:00:00.000Z,,https://www.talentify.io/job/security-analyst-isso-senior-level-washington-district-of-columbia-remote-jobs-138118000014534028?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
SOC Analyst – Level 1,"SOC Analyst (Level 1)
If you like to build and grow, apply for immediate consideration. Be part of a team that helps transform major companies, government agencies, healthcare organizations and educational institutions – empowering them to thrive in the rapidly evolving digital economy. You will be at the forefront of the transformative technologies, including collaboration, mobility, cloud computing, big data, social media, virtualization, and the Internet of Things (IoT) – all of this in a consultative environment in which these powerful tools – and your skills – hold great strategic value. As a key player in our fast-growing, award-winning organization, you can expect a stimulating work culture, a great team passionate about innovation, and a wealth of opportunities for professional growth and advancement.
POSITION SUMMARY:
The SOC Analyst (Level 1) will use a variety of tools to investigate incidents and take immediate action or recommend a course of action to safeguard Aspire’s Managed Services Clients. The SOC Analyst (Level 1) is responsible for monitoring and responding to security related alerts triggered in the SIEM tool within Aspire Technology Partners’ Managed Service Clients. Primary responsibilities include incident triage, correlation of data from firewall, endpoint security, SASE and IPS logs; determining if a critical system or data set has been impacted; provides recommendations on remediation; and provides support for new analytic methods for detecting threats.
Hours: Wed: 10pm to 7am EST; Thurs: 8pm to 7am EST; Fri: 8pm to 7am EST; Sat: 7pm to 7:30am EST.

ESSENTIAL DUTIES AND RESPONSIBILITIES- MAY INCLUDE THE FOLLOWING: OTHER DUTIES MAY BE ASSIGNED.

Ensure that all SOC (Security Operations Center) tickets are handled and resolved within SLAs (Service Level Agreements).
Perform detailed analysis of threats and security events, using sound analytical skills, knowledge, and experience, with a clear narrative to support conclusions.
Maintain records of security events investigated, detailed notes of security incident resolution, and incident response activities, utilizing ticketing systems.
Make situational incident response recommendations based on best practice security policies that address the client’s business need.
Research and stay up to date with current security vulnerabilities, attacks, threat actors, security advisories and the MITRE Attack Framework.
Manage, maintain, and monitor security alerting systems from remote communications sites to ensure company compliance.
Create and run search queries in SIEM tool to help with identifying and troubleshooting security issues.
Utilize tools (e.g., Wireshark, Nmap, PCap, etc.) to identify and map devices on the network.
Open, track and close trouble tickets.
Answer incoming hot line calls and monitor various e-mail accounts and act according to SOC procedures and processes.
Interface with client through email, phone calls, and meetings or Aspire field personnel to mitigate security incidents.
Assist with the preparation of SOC reports, research papers, and blog posts.
Investigate and provide technical analysis of various security incidents and possible compromise of systems.

Works as Tier I support and will work directly with Tier II and TIER III and NOC Engineers for issue resolution.
Provide direct communication to affected users and companies on security incidents and maintenance activities.
Maintain customer technical information within defined documentation standards.
Obtain/maintain technical/professional certifications applicable to position or as directed.
Communicate with customers, peers, team, and managers regarding incident and change management.
Provide emergency on-call support on a rotating schedule.
Perform other duties as assigned.

Minimum Education and Experience:

High School Diploma or equivalent
1+ year of professional work experience in cyber security field
1+ year of experience with Security Event / Alert Management, Incident Response, and Change Management Processes
1+ year of experience handling security events related to Malware Detection and Analysis, Indicators of Compromise (IOC), Email Phishing, Endpoint Detection and Response (EDR)
Knowledge of Runbooks, Playbooks and following Standard Operating Procedures

Preferred Education and Experience:

Bachelor’s Degree preferred.
Possession of an Industry Certification (Security+, CySA+, Cisco Cyber-Ops Associate, NSE4, or similar)
1+ years of experience in Security Management. SIEM and Log Management (Splunk, OSSIM, FortiSIEM, LogRhythm, etc.)
Experience with Firewalls (Palo Alto Networks, Cisco Firepower Manager)
Experience with Endpoint Security (Cisco Secure Endpoint, CrowdStrike Falcon, Carbon Black, Microsoft Advanced Threat Protection)
Experience with Network Traffic Analytics (Cisco Stealthwatch Cloud, Darktrace)
Experience with DNS Security (Cisco Umbrella, Forcepoint)
2+ years of experience with Ticket Management Tools (e.g., ConnectWise, ServiceNow)

Other Skills and Abilities:

Excellent Interpersonal Skills (develop and maintain strong working relationships)
Displays ownership of tasks
Detailed oriented with strong written and verbal communication skills.
Ability to prioritize tasks.
Strong organizational skills
Occasional overtime, afterhours work, or weekend availability may be required.
Basic telephone operation skills
Excellent customer service skills
Familiarity with ITIL Processes
Proficiency in Microsoft Office programs and ability to learn specialized system tools.
Ability to multi-task in a fast-paced environment.

TRAVEL: Limited to No Travel
PHYSICAL DEMANDS: The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
While performing the duties of this job, the employee is regularly required to sit and talk or hear. The employee frequently is required to stand; walk; and use hands to finger, handle, or feel objects, tools, or controls. The employee is occasionally required to reach with hands and arms. The employee must occasionally lift and/or move up to 35 pounds. Specific vision abilities required by this job involve normal vision.
WORK ENVIRONMENT:
In Office: Employees located within one hour and thirty minutes of our main location will be expected to come into the office 5 days per week. Temporary remote work is possible if authorized by your manager.
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
The noise level in the work environment is usually quiet to moderate.
Remote: Anyone over one hour and thirty minutes from our main location can work remotely. Necessary equipment to perform your job functions will be sent to your address. All equipment will be tracked in our inventory system and will be expected to be returned in the same condition as when it arrived at the conclusion of any employment agreement. You may be asked to visit client or remote sites if necessary.

Aspire strives to provide full time employees with a competitive and meaningful benefits package that includes:

401k with company match
Medical with prescription drug coverage, dental and vision care; effective first day of the following month.
Company paid Long Term Disability (LTD) Company paid Life & AD&D Federal Spending Account.
Generous paid time off and holidays.

Aspire Technology Partners, LLC is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any other characteristic protected by law.",Aspire Technology Partners,,,LazyApply,FULLTIME,"Eatontown, NJ",Yes,,,2023-12-20T21:42:33.000Z,,https://lazyapply.com/jobpreview/job_f0d31eaeaa24270e?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Bi lingual Cyber Security Business Analyst (English and Japanese),"Role: Bi lingual Cyber Security Business Analyst (English and Japanese)

Type: Contract

Work Location: Remote

Contract Duration: 7 months

Description
• Good knowledge and understanding of Cybersecurity and security requirement for Financial services from regulatory bodies who can assess their current head office developed Banking applications being complied and suggest some improvement in system architectures.
• To assess if Bank's internal applications developed by Head office in Japan (FX Systems and Derivative Systems) are complying US Regulatory Security standard.
• Understand US Regulatory Info Security and Cyber Security Requirement published by regulatory bodies.
• Have understanding of technical solutions in general for security- Has a good understanding as a solution architect to suggest improvement.

Preferred Skills

Cybersecurity, Solution Architect, Infrastructure knowledge.

Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",Diverse Lynx,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1VeJ-13QmOtMzKA9tD3EqAjYEEE_de6dl51G3&s=0,http://www.diverselynx.com,LinkedIn,CONTRACTOR,"No City Provided, No State Provided",Yes,,,2024-08-07T05:23:30.000Z,2024-10-03T05:43:32.000Z,https://www.linkedin.com/jobs/view/bi-lingual-cyber-security-business-analyst-english-and-japanese-at-diverse-lynx-3995226563?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Security Controls Assessor (Junior-Mid Level),"Join Sky Solutions, LLC - Pioneering Digital Transformation Excellence!

Welcome to Sky Solutions, LLC, a dynamic Digital Transformation Firm nestled in the vibrant heart of the Washington D.C. Metro Area. We specialize in empowering leading organizations in the Financial Services and Healthcare sectors, achieving remarkable business outcomes through cutting-edge Digital Process Automation (DPA) and innovative Low-Code/No-Code Application Development. As a certified Small Disadvantaged Business (SDB) with Minority Owned certifications, diversity and equal opportunity are integral to our mission. Embark on our journey of innovation and transformation, where your skills align seamlessly with our commitment to excellence.

Position Title: Security Controls Assessor

Location: Remote

Duration: 5 years

Note

This position requires US citizenship.

Start Date: Subject to a modest background investigation by the IRS for suitability determination.

Position Overview

As a Security Controls Assessor at Sky Solutions, you'll work alongside experienced professionals to assess and enhance security controls using industry-standard frameworks. Your primary responsibilities will include conducting security control assessments, collaborating with stakeholders, and generating comprehensive reports for effective risk management.

What We Offer

Training and Development: We offer comprehensive training programs and mentorship opportunities to support your growth and development in the role.

Flexible Requirements: While experience is valued, we welcome candidates with a strong willingness to learn and grow in the field of cybersecurity.

Supportive Culture: Join a supportive and inclusive team where collaboration and teamwork are at the forefront.

Career Advancement: We believe in promoting from within and offer clear pathways for career advancement as you gain experience and expertise.

Requirements
• Zero to two years of experience in security assessments or related fields.
• Basic knowledge of federal security protocols and frameworks.
• High school diploma or higher education in a relevant field preferred.
• Relevant certifications or completion of cybersecurity programs are a plus but not required.
• If you're ready to kick-start your career in cybersecurity and make a meaningful impact, we encourage you to apply today.

Desired Skills And Certifications
• Familiarity with federal security test and evaluations.
• Basic understanding of vulnerability scanning and remediation techniques.
• Knowledge of Plan of Action and Milestones (POA&M) management.
• Understanding of system change management principles.
• Ability to create, document, implement, test, and maintain contingency plans.
• Familiarity with NIST Special Publications (SP) 800-18, 37, 53, 53A, and 60.
• Knowledge of OMB Circular A-130a.

Desired Certifications

CCNA Security, CySA+/CSA+, GICSP, GSEC, Security+ CE, CND, SSCP, CASP+ CE, CCNP Security, CISA, CISSP (or Associate), GCED, GCIH, CCSP, CAP, CASP+ CE, CISM, GSLC, CCISO, HCISPP, CEH, CySA+/CSA+, GSNA, CFR, PenTest+.

Sky Solutions, LLC is an equal opportunity employer, and we value diversity and inclusion. We do not discriminate based on race, color, religion, gender, sexual orientation, age, disability, or any other protected status. We welcome applications from all qualified candidates who share our vision and values.",Sky Solutions,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrVJnk0QZ2cBJVFenqDcj5S7g0kv7qxZFhgEgb&s=0,http://skysolutions.com,LinkedIn,FULLTIME,"Herndon, VA",Yes,,,2024-05-02T04:10:11.000Z,2025-03-09T15:45:32.000Z,https://www.linkedin.com/jobs/view/security-controls-assessor-junior-mid-level-at-sky-solutions-3912292489?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
"L2 SOC Analyst 3rd shift/ Remote, 12 Months Contract","Location: Remote
Duration:12 Months

10 hr shift 4 day week

3rd shift. AND.... Thursday-Sunday

L2 SOC Analyst
• Conduct advanced technical investigations for critical incidents paying attention to specific analysis and fast
• remediation advice with a focus on improving the customer security posture
• Conduct analysis of infected hosts or analyze network traffic to identify attacker activity
• Handle specific forensic and malware analysis, as well as complex log analysis requests
• Perform event correlation review through incoming data feeds, ticketing systems and security alert
• mechanisms
• Provide context on complex security incidents from Customer and other available resources, collect and
• assemble data, as well as contribute to technical reports
• Utilize in-depth technical knowledge to design procedures for the detection of threat actor's behavior, as well
• as develop and implement standard technical procedures (runbooks) to be used by the Security Monitoring
• team for day to day operations
• Perform Event Stream tuning utilizing internal tools, metrics and experience involving key security concepts
• for systems efficiency
• Review security related events assess their risk and validity based on available network, endpoint and global
• threat intelligence information
• Research and make recommendations for applying MITRE Telecommunication&CK and NIST framework aligned strategies
• to the Customer's environment",Suncap Technology,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTjNCrWUCuWs0bwNmR_rVqb4NyWyaKVr3-A5aDz&s=0,,ZipRecruiter,CONTRACTOR,"Remote, OR",Yes,,,2022-09-30T07:00:00.000Z,2024-10-25T00:00:00.000Z,"https://www.ziprecruiter.com/c/Suncap-Technology/Job/L2-SOC-Analyst-3rd-shift-Remote,-12-Months-Contract/-in-Remote,OR?jid=6cc32b6af541b353&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Information Security Operations Analyst [REMOTE],"Job Title - Information Security Operations Analyst [REMOTE]

Location - San Diego, CA

Duration - 12+ Months Contract

Total Hours/week - 40.00

1st Shift

Client: Medical Device Company

Job Category: Operations

Employment Type: Contract on W2 (Need US Citizens Or GC Holders Only)

No H1b’s

Temp to hire

Remote position

Video interviews
• Must haves on the resumes: previous Monitoring and Detection experience and any tool usage (Splunk, SIEM, Sentinel, etc.)

Description

This person has experience with detecting and responding to information security incidents, maintaining, and following procedures for security alerting, and supporting security investigations. You are comfortable performing activities around monitoring, researching, classifying, and analyzing security events that occur focus on our hosted solutions platform.

This person has experience assisting with network analysis, intelligence tools and working across a matrixed environment to assess indicators and triage risk. You are comfortable providing fact-based reports to various levels of the organization within a fast-paced environment. You have previous SOC and Security Information Event Management (SIEM) experience, understand the fundamentals of reducing attack surfaces, and possess effective analytical skills.

Key Responsibilities (Top Tasks & Outcomes for Which This Position Will be Accountable)
• Performs network security analysis, log-centric analysis (SIEM) and other security tools
• Monitoring intrusion detection systems and identifying host and network-based intrusions via intrusion detection technologies
• Triage alerts, collect data (i.e. full packet capture, application server logs, etc.) and diagnose observed activity
• Recognize threats and conduct analysis on those threats
• Provide written analysis of findings to communicate potential risks and impact in detailed reports
• Understand and report attacker Indicators of Compromise (IOCs)
• Analyze large volumes of network data for specific patterns or anomalies, to trend network activity
• Provide attack surface management training and development
• Manage risk reporting and escalation to cross-functional teams in a cooperative manner
• Must be able to work a flexible schedule, as needed, within a 24/7 Security Operations Center

Other Responsibilities As Necessary
• Perform risk identification and triage with incident management
• Assist with additional projects as needed

Skills And Knowledge Required
• Strong communication and project management skills
• Ability to understand internal controls and apply them to evaluate security and business processes
• Requires a highly motivated, dynamic and customer-centric associate who thrives in a challenging and changing environment
• Ability to prioritize projects based on importance and urgency
• Effective meeting management and group facilitation skills
• Effective meeting management and group facilitation skills
• Working knowledge of crisis management communication, incident response and handling methodologies, NIST cybersecurity standards and FDA cybersecurity guidance, preferred.

Experience
• 2-3 years’ experience in a security operations full-time role

Educational
• A minimum of a bachelor’s degree required. Ideal candidate will have a degree in computer science, communication, or other technical discipline.

Knowledge, Skills & Abilities
• In-depth knowledge of computer operating systems, including Windows, IoS and Linux a plus
• Experience with intelligence tools and applications such as networking, firewalls and Azure a plus
• Knowledge of healthcare rubrics for vulnerability scoring and ATT&CK surface framework
• Detail-oriented with the ability to promptly assess documents for accuracy as well as consistency
• Strong interpersonal skills with the ability to influence others in a positive and effective manner
• Ability to work in a team environment
• Excellent communication skills; both oral and written
• Preferred Certifications: CERT-Certified Computer Security Incident Handler Certification, CISSP, HCISSP",MillenniumSoft Inc,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS410Y960g6KbIfGTpDu-8th8qMTOnO0LDmUANi&s=0,http://gomillenniumsoft.com,LinkedIn,CONTRACTOR,"San Diego, CA",Yes,,,2024-08-06T21:32:21.000Z,2024-10-03T00:10:26.000Z,https://www.linkedin.com/jobs/view/information-security-operations-analyst-remote-at-millenniumsoft-inc-3992716735?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Role: Information Security Analyst Specialist,"ob Description

Role: Information Security Analyst Specialist

Duration: 6 Months(Possible Extension or conversion)

Location: Fully Remote

Must Haves: 5+ Malware protection in hybrid environment, network security, cloud security knowledge, Linux and windows operating experience, s3 buckets, automation.

Job Overview
• Need someone who will doing day to day engineering work on Malware Protection and EndPoint Security products.
• More of a Malware Protection Engineer with Crowdstrike, McAfee, etc.
• Hybrid environment - on-prem and AWS both
• AWS - EC2, S3, etc.
• Will be evaluating new technologies that will be onboarded.
• Will be working on Proofs of Concepts
• Will be doing break/fix, repairing issues, administration tasks.
• Will be scanning malwares - parameter security, endpoint security on both on-prem and cloud.
• Crowdstrike Falcon and Cloudflare exp highly desired - Other tools will be considered if they have excellent exp in other skills.
• Will be automating integrations and other day to day operational tasks.

MUST HAVES
• Malware Protection - Crowdstrike Falcon, Cloudflare, Any other tools
• Engineering - Break/Fix, Troubleshooting, Repairing, Administration, Configuration, Installation, etc.
• AWS - EC2, S3, etc.
• Automation using Python, Ansible, Shell, Bash, etc.
• Networking - Routing, DNS, Common Ports, Protocols
• Network Security Understanding - Firewalls, HIPS Clients, etc.
• API Security - Igress & Engress, Apigee, API Gateway, etc.
• Cloud Security within AWS - AWS IAM, GuardDuty, Other AWS Security Services
• Windows & Linux Environment
• Scanning malware, malware isolation, sandboxing, behaviour analysis, threat streams, etc.
• Understanding of Endpoint Protection, File Integrity Monitoring, Data Loss Prevention
• Understanding of MITRE Attack Framework, NIST, CIS CSC","Resource Informatics Group, Inc",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXYJmt1FqFz0obtRXud3qhJicIz308kx55ZWu1&s=0,,LinkedIn,CONTRACTOR,"No City Provided, No State Provided",Yes,,,2024-07-21T19:16:17.000Z,2025-01-19T01:08:38.000Z,https://www.linkedin.com/jobs/view/role-information-security-analyst-specialist-at-resource-informatics-group-inc-3981735660?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
Information Assurance Engineer,"The Information Assurance Analyst will perform analysis and audits on conformance of Information Assurance/ Cybersecurity (IA/CS) program.

Education and Experience: 
• (Preferred) Bachelor’s Degree
• 5+ Years of experience
• Security+ CE (or appropriate DoDM 8570 Baseline Certification)
• IAT Level II certification is required before start
• Public Trust Clearance – Tier 3
• Prior relevant experience working with RMF, serving in an ISSO, ISSO support, SCA representative, or similar role.

Responsibilities: 
• Ensure that all information systems meet or exceed compliance requirements.
• Establish and satisfy information assurance and security requirements based upon the analysis of user, policy, regulatory, and resource demands.
• Perform various types of vulnerability and assessment scans with multiple tools.
• Support completion of all requirements for Certification and Accreditation of the DoD/DoN information technology systems.
• Provide administrative and technical assistance to the ISSM in the completion of risk assessment surveys, identification and implementation of security controls and countermeasures and development of security plans, policies and procedures.
• Perform Vulnerability Management (computing environment & enclaves); scans and results analysis, using IA/CS network security applications which include, ACAS, and other requirements as developed and directed by DoD/DoN IAVM authorities.
• Perform Network Security Services; Technical/administrative security operations; complete risk assessments/surveys; identify/analyze deficiencies and non-compliance issues; identify/implement security controls & countermeasures; manage/operate network security applications/tools under IAVM authority; support data retention and recovery; audit & analyze security posture impact of new configurations or deployment.
• Perform IA Inspections; Active review/audit of security controls; End user and IA/CSWF training; manage security incidents and reporting, create POAMs; implement remediation and mitigation strategies.
• Support Certification and Accreditation; Compose/Update System Security, Configuration Management, IT Contingency, Incident/Disaster Reports and IA Vulnerability Management Plans; participate in scheduled conference calls with CA/ODAA; develop training and exercise curricula for ITCP; monitor IA controls for PORS/MHS Enclave; develop CSW; maintain hardware/software/license databases for accreditation.

Knowledge and Skills:
• Excellent verbal and written communication skills
• Ability to organize and facilitate planning and demonstrations
•","Global Enterprise Services, LLC",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTAk-wQNQAp8xMou_SxAdD2u6-Kd9s489cknM6&s=0,,ZipRecruiter,FULLTIME,"North Chicago, IL",Yes,75000,90000,2024-03-02T05:22:02.000Z,2024-10-15T00:00:00.000Z,"https://www.ziprecruiter.com/c/Global-Enterprise-Services,-LLC/Job/Information-Assurance-Engineer/-in-North-Chicago,IL?jid=415c286cb2ba94c4&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic"
Financial Security Consultant - Entry Level with Growth Opportunities,"About Us

The Mires Agency is dedicated to providing families with financial security during challenging times. Our agents are driven to succeed while serving others, empowered to achieve personal and professional goals in a 100% remote position. We focus on creating flexible schedules offering first-class training, ongoing personal development, and access to 80+ carriers with competitive coverages.

Salary And Compensation

We operate on a commission-based structure that rewards effort rather than hours worked. Average first-year commissions range between \(65,000 - \)95,000, allowing agents to take control of their income and eliminate the glass ceiling.

Benefits & Perks
• Work-life balance, including flexibility to manage personal commitments
• Health, Life, Vision, and Dental Insurance
• 100% Remote work environment
• Opportunities for advancement
• Unlimited earning potential
• Best-in-Class bonuses
• World-class travel and incentive programs
• National conferences and extensive ongoing training

Position Overview

This entry-level position offers substantial growth opportunities. You will proactively provide financial security for families, engaging with clients through phone or virtual meetings to assess their needs. By identifying gaps in their current plans, you will help secure their family’s financial future.

Our Culture

The Mires Agency thrives on mutual support and competitive spirit. We value the pursuit of excellence and celebrate achievements, as they are the foundations of our success. We prioritize making an impact, actively engaging in our communities through charity and volunteering, ensuring everyone has a voice and the opportunity to make a difference.

Requirements
• Positive mental attitude and engagement
• Coachable individual seeking continuous skill expansion
• Excellent written, verbal, and listening communication skills
• People-oriented mindset
• Detail-oriented approach
• Proactive problem-solving capabilities
• Ability to operate effectively in a team environment
• Life Insurance License required

Employment Type: Full-Time",The Mires Agency,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3yJeRqxc3Cs7SU-dtcifTAKKumEDbaevMl4xV&s=0,,LinkedIn,FULLTIME,"Dallas, TX",Yes,,,2024-09-14T17:38:20.000Z,2024-10-14T17:38:17.000Z,https://www.linkedin.com/jobs/view/financial-security-consultant-entry-level-with-growth-opportunities-at-the-mires-agency-4024691740?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic
